original_text,normalized_word_text,dict_word,dict_lang,fuzzy_word,fuzzy_lang,fuzzy_confidence,checked_text,checked_lang,lemmatized_text,polarity_score,polarity_label,status,error_message
song,song,song,English,,,0.0,song,English,song,0.0,neutral,ok,
world,world,world,English,,,0.0,world,English,world,0.0,neutral,ok,
Yoo,yoo,,Unknown,yook,English,85.71428571428572,yook,English,yook,0.0,neutral,ok,
rhythms,rhythms,,Unknown,rhythm,English,92.3076923076923,rhythm,English,rhythm,0.0,neutral,ok,
North,north,North,English,,,0.0,North,English,north,0.0,neutral,ok,
likes,likes,,Unknown,like,English,88.88888888888889,like,English,like,0.0,neutral,ok,
Yoo,yoo,,Unknown,yook,English,85.71428571428572,yook,English,yook,0.0,neutral,ok,
ndi,ndi,,Unknown,nodi,English,85.71428571428572,nodi,English,nodi,0.0,neutral,ok,
Odong,odong,,Unknown,dong,English,88.88888888888889,dong,English,dong,0.0,neutral,ok,
Romeo,romeo,,Unknown,romero,English,90.9090909090909,romero,English,romero,0.0,neutral,ok,
yoo,yoo,,Unknown,yook,English,85.71428571428572,yook,English,yook,0.0,neutral,ok,
Wrong,wrong,Wrong,English,,,0.0,Wrong,English,wrong,-0.5,negative,ok,
places,places,,Unknown,place,English,90.9090909090909,place,English,place,0.0,neutral,ok,
Yoo,yoo,,Unknown,yook,English,85.71428571428572,yook,English,yook,0.0,neutral,ok,
none,none,none,English,,,0.0,none,English,none,0.0,neutral,ok,
yoo,yoo,,Unknown,yook,English,85.71428571428572,yook,English,yook,0.0,neutral,ok,
good,good,good,English,,,0.0,good,English,good,0.7,positive,ok,
song,song,song,English,,,0.0,song,English,song,0.0,neutral,ok,
God,god,God,English,,,0.0,God,English,god,0.0,neutral,ok,
pave,pave,pave,English,,,0.0,pave,English,pave,0.0,neutral,ok,
ways,ways,ways,English,,,0.0,ways,English,way,0.0,neutral,ok,
everyone,everyone,everyone,English,,,0.0,everyone,English,everyone,0.0,neutral,ok,
still,still,still,English,,,0.0,still,English,still,0.0,neutral,ok,
believes,believes,,Unknown,believe,English,93.33333333333333,believe,English,believe,0.0,neutral,ok,
That,that,That,English,,,0.0,That,English,that,0.0,neutral,ok,
one,one,one,English,,,0.0,one,English,one,0.0,neutral,ok,
yoo,yoo,,Unknown,yook,English,85.71428571428572,yook,English,yook,0.0,neutral,ok,
road/,road/,,Unknown,road,English,88.88888888888889,road,English,road,0.0,neutral,ok,
way,way,way,English,,,0.0,way,English,way,0.0,neutral,ok,
clear,clear,clear,English,,,0.0,clear,English,clear,0.09999999999999999,neutral,ok,
lord,lord,lord,English,,,0.0,lord,English,lord,0.0,neutral,ok,
has,has,,Unknown,hasp,English,85.71428571428572,hasp,English,hasp,0.0,neutral,ok,
made,made,made,English,,,0.0,made,English,made,0.0,neutral,ok,
clear,clear,clear,English,,,0.0,clear,English,clear,0.09999999999999999,neutral,ok,
nothing,nothing,nothing,English,,,0.0,nothing,English,nothing,0.0,neutral,ok,
stop,stop,stop,English,,,0.0,stop,English,stop,0.0,neutral,ok,
us,us,us,English,,,0.0,us,English,u,0.0,neutral,ok,
northern,northern,northern,English,,,0.0,northern,English,northern,0.0,neutral,ok,
yoo,yoo,,Unknown,yook,English,85.71428571428572,yook,English,yook,0.0,neutral,ok,
sip,sip,sip,English,,,0.0,sip,English,sip,0.0,neutral,ok,
Nile,nile,,Unknown,nifle,English,88.88888888888889,nifle,English,nifle,0.0,neutral,ok,
Yoo,yoo,,Unknown,yook,English,85.71428571428572,yook,English,yook,0.0,neutral,ok,
never,never,never,English,,,0.0,never,English,never,0.0,neutral,ok,
gets,gets,,Unknown,get,English,85.71428571428572,get,English,get,0.0,neutral,ok,
old,old,old,English,,,0.0,old,English,old,0.1,neutral,ok,
NEVER,never,NEVER,English,,,0.0,NEVER,English,never,0.0,neutral,ok,
sip,sip,sip,English,,,0.0,sip,English,sip,0.0,neutral,ok,
nile,nile,,Unknown,nifle,English,88.88888888888889,nifle,English,nifle,0.0,neutral,ok,
So,so,So,English,,,0.0,So,English,so,0.0,neutral,ok,
Ug,ug,Ug,English,,,0.0,Ug,English,ug,0.0,neutral,ok,
Odong,odong,,Unknown,dong,English,88.88888888888889,dong,English,dong,0.0,neutral,ok,
Romeo,romeo,,Unknown,romero,English,90.9090909090909,romero,English,romero,0.0,neutral,ok,
This,this,This,English,,,0.0,This,English,this,0.0,neutral,ok,
new,new,new,English,,,0.0,new,English,new,0.13636363636363635,positive,ok,
song,song,song,English,,,0.0,song,English,song,0.0,neutral,ok,
kunta,kunta,,Unknown,junta,English,80.0,junta,English,junta,0.0,neutral,ok,
one,one,one,English,,,0.0,one,English,one,0.0,neutral,ok,
",yo",",yo",,Unknown,yo,English,80.0,yo,English,yo,0.0,neutral,ok,
Magnetic,magnetic,Magnetic,English,,,0.0,Magnetic,English,magnetic,0.0,neutral,ok,
But,but,But,English,,,0.0,But,English,but,0.0,neutral,ok,
song,song,song,English,,,0.0,song,English,song,0.0,neutral,ok,
mean,mean,mean,English,,,0.0,mean,English,mean,-0.3125,negative,ok,
one,one,one,English,,,0.0,one,English,one,0.0,neutral,ok,
back,back,back,English,,,0.0,back,English,back,0.0,neutral,ok,
ground,ground,ground,English,,,0.0,ground,English,ground,0.0,neutral,ok,
yoleng,yoleng,,Unknown,yolden,English,83.33333333333334,yolden,English,yolden,0.0,neutral,ok,
lyec,lyec,,Unknown,lye,English,85.71428571428572,lye,English,lye,0.0,neutral,ok,
yeee,yeee,,Unknown,yee,English,85.71428571428572,yee,English,yee,0.0,neutral,ok,
That,that,That,English,,,0.0,That,English,that,0.0,neutral,ok,
one,one,one,English,,,0.0,one,English,one,0.0,neutral,ok,
playing,playing,,Unknown,plying,English,92.3076923076923,plying,English,plying,0.0,neutral,ok,
proud,proud,,Unknown,roud,English,88.88888888888889,roud,English,roud,0.0,neutral,ok,
Acholi,acholi,,Unknown,acholic,English,92.3076923076923,acholic,English,acholic,0.0,neutral,ok,
first,first,first,English,,,0.0,first,English,first,0.25,positive,ok,
today,today,today,English,,,0.0,today,English,today,0.0,neutral,ok,
I,i,I,English,,,0.0,I,English,i,0.0,neutral,ok,
Ugandan,ugandan,,Unknown,Luganda,English,85.71428571428572,Luganda,English,luganda,0.0,neutral,ok,
that's,that's,,Unknown,thats,English,90.9090909090909,thats,English,thats,0.0,neutral,ok,
NOTHERN,nothern,,Unknown,northern,English,93.33333333333333,northern,English,northern,0.0,neutral,ok,
"UGANDA,","uganda,",,Unknown,Luganda,English,85.71428571428572,Luganda,English,luganda,0.0,neutral,ok,
making,making,making,English,,,0.0,making,English,making,0.0,neutral,ok,
Uganda,uganda,,Unknown,Luganda,English,92.3076923076923,Luganda,English,luganda,0.0,neutral,ok,
top,top,top,English,,,0.0,top,English,top,0.5,positive,ok,
Baby,baby,Baby,English,,,0.0,Baby,English,baby,0.0,neutral,ok,
nawo,nawo,,Unknown,naw,English,85.71428571428572,naw,English,naw,0.0,neutral,ok,
land,land,land,English,,,0.0,land,English,land,0.0,neutral,ok,
solider,solider,,Unknown,slider,English,92.3076923076923,slider,English,slider,0.0,neutral,ok,
emali,emali,,Unknown,mali,English,88.88888888888889,mali,English,mali,0.0,neutral,ok,
Kuba,kuba,Kuba,English,,,0.0,Kuba,English,kuba,0.0,neutral,ok,
[Sticker],[sticker],,Unknown,sticker,English,87.5,sticker,English,sticker,0.0,neutral,ok,
becoming,becoming,becoming,English,,,0.0,becoming,English,becoming,0.45,positive,ok,
better,better,better,English,,,0.0,better,English,better,0.5,positive,ok,
everyday...,everyday...,,Unknown,everyday,English,84.21052631578947,everyday,English,everyday,-0.2,negative,ok,
go,go,go,English,,,0.0,go,English,go,0.0,neutral,ok,
girl,girl,girl,English,,,0.0,girl,English,girl,0.0,neutral,ok,
ur,ur,ur,English,,,0.0,ur,English,ur,0.0,neutral,ok,
becoming,becoming,becoming,English,,,0.0,becoming,English,becoming,0.45,positive,ok,
tall,tall,tall,English,,,0.0,tall,English,tall,0.0,neutral,ok,
"everytime,where","everytime,where",,Unknown,everywhere,English,80.0,everywhere,English,everywhere,0.0,neutral,ok,
r,r,r,English,,,0.0,r,English,r,0.0,neutral,ok,
running,running,running,English,,,0.0,running,English,running,0.0,neutral,ok,
Nice,nice,Nice,English,,,0.0,Nice,English,nice,0.6,positive,ok,
else,else,else,English,,,0.0,else,English,else,0.0,neutral,ok,
watching,watching,watching,English,,,0.0,watching,English,watching,0.0,neutral,ok,
catoon,catoon,,Unknown,cantoon,English,92.3076923076923,cantoon,English,cantoon,0.0,neutral,ok,
topics,topics,,Unknown,topic,English,90.9090909090909,topic,English,topic,0.0,neutral,ok,
u,u,u,English,,,0.0,u,English,u,0.0,neutral,ok,
ur,ur,ur,English,,,0.0,ur,English,ur,0.0,neutral,ok,
growing,growing,growing,English,,,0.0,growing,English,growing,0.0,neutral,ok,
fast,fast,fast,English,,,0.0,fast,English,fast,0.2,positive,ok,
enjoyed,enjoyed,,Unknown,unenjoyed,English,87.5,unenjoyed,English,unenjoyed,0.0,neutral,ok,
moo,moo,moo,English,,,0.0,moo,English,moo,0.0,neutral,ok,
eeee,eeee,,Unknown,peewee,English,80.0,peewee,English,peewee,0.0,neutral,ok,
Zoe,zoe,,Unknown,zone,English,85.71428571428572,zone,English,zone,0.0,neutral,ok,
growing,growing,growing,English,,,0.0,growing,English,growing,0.0,neutral,ok,
fast,fast,fast,English,,,0.0,fast,English,fast,0.2,positive,ok,
bequtiful,bequtiful,,Unknown,beautiful,English,88.88888888888889,beautiful,English,beautiful,0.85,positive,ok,
may,may,may,English,,,0.0,may,English,may,0.0,neutral,ok,
God,god,God,English,,,0.0,God,English,god,0.0,neutral,ok,
protect,protect,protect,English,,,0.0,protect,English,protect,0.0,neutral,ok,
bambi,bambi,,Unknown,bambino,English,83.33333333333334,bambino,English,bambino,0.0,neutral,ok,
apart,apart,apart,English,,,0.0,apart,English,apart,0.0,neutral,ok,
de,de,de,English,,,0.0,de,English,de,0.0,neutral,ok,
stocks,stocks,stocks,English,,,0.0,stocks,English,stock,0.0,neutral,ok,
love,love,love,English,,,0.0,love,English,love,0.5,positive,ok,
Sabula,sabula,,Unknown,tabula,English,83.33333333333334,tabula,English,tabula,0.0,neutral,ok,
Hi,hi,Hi,English,,,0.0,Hi,English,hi,0.0,neutral,ok,
Zoe,zoe,,Unknown,zone,English,85.71428571428572,zone,English,zone,0.0,neutral,ok,
I,i,I,English,,,0.0,I,English,i,0.0,neutral,ok,
like,like,like,English,,,0.0,like,English,like,0.0,neutral,ok,
[Sticker],[sticker],,Unknown,sticker,English,87.5,sticker,English,sticker,0.0,neutral,ok,
sabula,sabula,,Unknown,tabula,English,83.33333333333334,tabula,English,tabula,0.0,neutral,ok,
[Sticker],[sticker],,Unknown,sticker,English,87.5,sticker,English,sticker,0.0,neutral,ok,
beautiful,beautiful,beautiful,English,,,0.0,beautiful,English,beautiful,0.85,positive,ok,
nice,nice,nice,English,,,0.0,nice,English,nice,0.6,positive,ok,
[Sticker],[sticker],,Unknown,sticker,English,87.5,sticker,English,sticker,0.0,neutral,ok,
wanji,wanji,,Unknown,Kanji,English,80.0,Kanji,English,kanji,0.0,neutral,ok,
mummy,mummy,mummy,English,,,0.0,mummy,English,mummy,0.0,neutral,ok,
vibe,vibe,,Unknown,vibex,English,88.88888888888889,vibex,English,vibex,0.0,neutral,ok,
upcoming,upcoming,upcoming,English,,,0.0,upcoming,English,upcoming,0.0,neutral,ok,
miss,miss,miss,English,,,0.0,miss,English,miss,0.0,neutral,ok,
Uganda,uganda,,Unknown,Luganda,English,92.3076923076923,Luganda,English,luganda,0.0,neutral,ok,
whoever,whoever,whoever,English,,,0.0,whoever,English,whoever,0.0,neutral,ok,
reading,reading,reading,English,,,0.0,reading,English,reading,0.0,neutral,ok,
comment,comment,comment,English,,,0.0,comment,English,comment,0.0,neutral,ok,
inkusse,inkusse,,Unknown,Sinkiuse,English,80.0,Sinkiuse,English,sinkiuse,0.0,neutral,ok,
[Sticker],[sticker],,Unknown,sticker,English,87.5,sticker,English,sticker,0.0,neutral,ok,
[Sticker],[sticker],,Unknown,sticker,English,87.5,sticker,English,sticker,0.0,neutral,ok,
[Sticker],[sticker],,Unknown,sticker,English,87.5,sticker,English,sticker,0.0,neutral,ok,
beautiful,beautiful,beautiful,English,,,0.0,beautiful,English,beautiful,0.85,positive,ok,
angel,angel,angel,English,,,0.0,angel,English,angel,0.0,neutral,ok,
[Sticker],[sticker],,Unknown,sticker,English,87.5,sticker,English,sticker,0.0,neutral,ok,
[Sticker],[sticker],,Unknown,sticker,English,87.5,sticker,English,sticker,0.0,neutral,ok,
kuba,kuba,kuba,English,,,0.0,kuba,English,kuba,0.0,neutral,ok,
gigi,gigi,,Unknown,gig,English,85.71428571428572,gig,English,gig,0.0,neutral,ok,
whoever,whoever,whoever,English,,,0.0,whoever,English,whoever,0.0,neutral,ok,
reading,reading,reading,English,,,0.0,reading,English,reading,0.0,neutral,ok,
comment,comment,comment,English,,,0.0,comment,English,comment,0.0,neutral,ok,
inkusse,inkusse,,Unknown,Sinkiuse,English,80.0,Sinkiuse,English,sinkiuse,0.0,neutral,ok,
[Sticker],[sticker],,Unknown,sticker,English,87.5,sticker,English,sticker,0.0,neutral,ok,
Beauty,beauty,Beauty,English,,,0.0,Beauty,English,beauty,0.0,neutral,ok,
[Sticker],[sticker],,Unknown,sticker,English,87.5,sticker,English,sticker,0.0,neutral,ok,
@blue,@blue,,Unknown,blue,English,88.88888888888889,blue,English,blue,0.0,neutral,ok,
gal,gal,gal,English,,,0.0,gal,English,gal,0.0,neutral,ok,
@blue,@blue,,Unknown,blue,English,88.88888888888889,blue,English,blue,0.0,neutral,ok,
gal,gal,gal,English,,,0.0,gal,English,gal,0.0,neutral,ok,
bebo,bebo,,Unknown,bebog,English,88.88888888888889,bebog,English,bebog,0.0,neutral,ok,
bebo,bebo,,Unknown,bebog,English,88.88888888888889,bebog,English,bebog,0.0,neutral,ok,
Julio,julio,Julio,English,,,0.0,Julio,English,julio,0.0,neutral,ok,
sembo,sembo,,Unknown,sermo,English,80.0,sermo,English,sermo,0.0,neutral,ok,
The,the,The,English,,,0.0,The,English,the,0.0,neutral,ok,
baddest,baddest,,Unknown,addrest,English,85.71428571428572,addrest,English,addrest,0.0,neutral,ok,
One,one,One,English,,,0.0,One,English,one,0.0,neutral,ok,
love,love,love,English,,,0.0,love,English,love,0.5,positive,ok,
much,much,much,English,,,0.0,much,English,much,0.2,positive,ok,
love,love,love,English,,,0.0,love,English,love,0.5,positive,ok,
big,big,big,English,,,0.0,big,English,big,0.0,neutral,ok,
brothers,brothers,,Unknown,brother,English,93.33333333333333,brother,English,brother,0.0,neutral,ok,
loved,loved,,Unknown,love,English,88.88888888888889,love,English,love,0.5,positive,ok,
guys,guys,,Unknown,guy,English,85.71428571428572,guy,English,guy,0.0,neutral,ok,
ba,ba,ba,English,,,0.0,ba,English,ba,0.0,neutral,ok,
booyi,booyi,,Unknown,booly,English,80.0,booly,English,booly,0.0,neutral,ok,
baffe,baffe,,Unknown,baffle,English,90.9090909090909,baffle,English,baffle,0.0,neutral,ok,
great,great,great,English,,,0.0,great,English,great,0.8,positive,ok,
job,job,job,English,,,0.0,job,English,job,0.0,neutral,ok,
love,love,love,English,,,0.0,love,English,love,0.5,positive,ok,
guys,guys,,Unknown,guy,English,85.71428571428572,guy,English,guy,0.0,neutral,ok,
ba,ba,ba,English,,,0.0,ba,English,ba,0.0,neutral,ok,
baba,baba,baba,English,,,0.0,baba,English,baba,0.0,neutral,ok,
life,life,life,English,,,0.0,life,English,life,0.0,neutral,ok,
[Sticker],[sticker],,Unknown,sticker,English,87.5,sticker,English,sticker,0.0,neutral,ok,
lv,lv,,Unknown,lev,English,80.0,lev,English,lev,0.0,neutral,ok,
bby,bby,,Unknown,baby,English,85.71428571428572,baby,English,baby,0.0,neutral,ok,
boyz,boyz,,Unknown,boy,English,85.71428571428572,boy,English,boy,0.0,neutral,ok,
great,great,great,English,,,0.0,great,English,great,0.8,positive,ok,
talent,talent,talent,English,,,0.0,talent,English,talent,0.0,neutral,ok,
lyfe,lyfe,,Unknown,lye,English,85.71428571428572,lye,English,lye,0.0,neutral,ok,
Christmas,christmas,,Unknown,Christmas,English,88.88888888888889,Christmas,English,christmas,0.0,neutral,ok,
papa,papa,papa,English,,,0.0,papa,English,papa,0.0,neutral,ok,
happy,happy,happy,English,,,0.0,happy,English,happy,0.8,positive,ok,
new,new,new,English,,,0.0,new,English,new,0.13636363636363635,positive,ok,
year,year,year,English,,,0.0,year,English,year,0.0,neutral,ok,
[Sticker],[sticker],,Unknown,sticker,English,87.5,sticker,English,sticker,0.0,neutral,ok,
Banange,banange,,Unknown,bandage,English,85.71428571428572,bandage,English,bandage,0.0,neutral,ok,
bange,bange,bange,English,,,0.0,bange,English,bange,0.0,neutral,ok,
favorite,favorite,favorite,English,,,0.0,favorite,English,favorite,0.5,positive,ok,
My,my,My,English,,,0.0,My,English,my,0.0,neutral,ok,
whole,whole,whole,English,,,0.0,whole,English,whole,0.2,positive,ok,
heart❤️,heart❤️,,Unknown,heart,English,83.33333333333334,heart,English,heart,0.0,neutral,ok,
life,life,life,English,,,0.0,life,English,life,0.0,neutral,ok,
The,the,The,English,,,0.0,The,English,the,0.0,neutral,ok,
way,way,way,English,,,0.0,way,English,way,0.0,neutral,ok,
like,like,like,English,,,0.0,like,English,like,0.0,neutral,ok,
guys,guys,,Unknown,guy,English,85.71428571428572,guy,English,guy,0.0,neutral,ok,
l,l,l,English,,,0.0,l,English,l,0.0,neutral,ok,
love,love,love,English,,,0.0,love,English,love,0.5,positive,ok,
Mr,mr,,Unknown,mir,English,80.0,mir,English,mir,0.0,neutral,ok,
Bobby,bobby,Bobby,English,,,0.0,Bobby,English,bobby,0.0,neutral,ok,
Walayi,walayi,,Unknown,waylay,English,83.33333333333334,waylay,English,waylay,0.0,neutral,ok,
big,big,big,English,,,0.0,big,English,big,0.0,neutral,ok,
ba,ba,ba,English,,,0.0,ba,English,ba,0.0,neutral,ok,
dear,dear,dear,English,,,0.0,dear,English,dear,0.0,neutral,ok,
super,super,super,English,,,0.0,super,English,super,0.3333333333333333,positive,ok,
stars,stars,,Unknown,tars,English,88.88888888888889,tars,English,tar,0.0,neutral,ok,
great,great,great,English,,,0.0,great,English,great,0.8,positive,ok,
job,job,job,English,,,0.0,job,English,job,0.0,neutral,ok,
love,love,love,English,,,0.0,love,English,love,0.5,positive,ok,
guys,guys,,Unknown,guy,English,85.71428571428572,guy,English,guy,0.0,neutral,ok,
I,i,I,English,,,0.0,I,English,i,0.0,neutral,ok,
missed,missed,,Unknown,misspend,English,85.71428571428572,misspend,English,misspend,0.0,neutral,ok,
l,l,l,English,,,0.0,l,English,l,0.0,neutral,ok,
can't,can't,,Unknown,cant,English,88.88888888888889,cant,English,cant,0.0,neutral,ok,
believe,believe,believe,English,,,0.0,believe,English,believe,0.0,neutral,ok,
Mr,mr,,Unknown,mir,English,80.0,mir,English,mir,0.0,neutral,ok,
lee,lee,lee,English,,,0.0,lee,English,lee,0.0,neutral,ok,
that's,that's,,Unknown,thats,English,90.9090909090909,thats,English,thats,0.0,neutral,ok,
hungry,hungry,hungry,English,,,0.0,hungry,English,hungry,0.0,neutral,ok,
music,music,music,English,,,0.0,music,English,music,0.0,neutral,ok,
next,next,next,English,,,0.0,next,English,next,0.0,neutral,ok,
year,year,year,English,,,0.0,year,English,year,0.0,neutral,ok,
thz,thz,,Unknown,th,English,80.0,th,English,th,0.0,neutral,ok,
boys,boys,,Unknown,boy,English,85.71428571428572,boy,English,boy,0.0,neutral,ok,
laba,laba,,Unknown,labra,English,88.88888888888889,labra,English,labra,0.0,neutral,ok,
Hi,hi,Hi,English,,,0.0,Hi,English,hi,0.0,neutral,ok,
brother,brother,brother,English,,,0.0,brother,English,brother,0.0,neutral,ok,
The,the,The,English,,,0.0,The,English,the,0.0,neutral,ok,
greatests,greatests,,Unknown,greatness,English,88.88888888888889,greatness,English,greatness,0.0,neutral,ok,
time,time,time,English,,,0.0,time,English,time,0.0,neutral,ok,
thanks,thanks,thanks,English,,,0.0,thanks,English,thanks,0.2,positive,ok,
good,good,good,English,,,0.0,good,English,good,0.7,positive,ok,
music,music,music,English,,,0.0,music,English,music,0.0,neutral,ok,
I,i,I,English,,,0.0,I,English,i,0.0,neutral,ok,
personally,personally,personally,English,,,0.0,personally,English,personally,0.0,neutral,ok,
sitoma,sitoma,,Unknown,stoma,English,90.9090909090909,stoma,English,stoma,0.0,neutral,ok,
meet,meet,meet,English,,,0.0,meet,English,meet,0.0,neutral,ok,
good,good,good,English,,,0.0,good,English,good,0.7,positive,ok,
The,the,The,English,,,0.0,The,English,the,0.0,neutral,ok,
way,way,way,English,,,0.0,way,English,way,0.0,neutral,ok,
like,like,like,English,,,0.0,like,English,like,0.0,neutral,ok,
guys,guys,,Unknown,guy,English,85.71428571428572,guy,English,guy,0.0,neutral,ok,
uganda,uganda,,Unknown,Luganda,English,92.3076923076923,Luganda,English,luganda,0.0,neutral,ok,
I'll,i'll,,Unknown,ill,English,85.71428571428572,ill,English,ill,-0.5,negative,ok,
record,record,record,English,,,0.0,record,English,record,0.0,neutral,ok,
guys,guys,,Unknown,guy,English,85.71428571428572,guy,English,guy,0.0,neutral,ok,
year,year,year,English,,,0.0,year,English,year,0.0,neutral,ok,
guys,guys,,Unknown,guy,English,85.71428571428572,guy,English,guy,0.0,neutral,ok,
three,three,three,English,,,0.0,three,English,three,0.0,neutral,ok,
who's,who's,,Unknown,whose,English,80.0,whose,English,whose,0.0,neutral,ok,
single,single,single,English,,,0.0,single,English,single,-0.07142857142857142,neutral,ok,
coz,coz,coz,English,,,0.0,coz,English,coz,0.0,neutral,ok,
I,i,I,English,,,0.0,I,English,i,0.0,neutral,ok,
feel,feel,feel,English,,,0.0,feel,English,feel,0.0,neutral,ok,
I,i,I,English,,,0.0,I,English,i,0.0,neutral,ok,
need,need,need,English,,,0.0,need,English,need,0.0,neutral,ok,
one,one,one,English,,,0.0,one,English,one,0.0,neutral,ok,
u,u,u,English,,,0.0,u,English,u,0.0,neutral,ok,
I,i,I,English,,,0.0,I,English,i,0.0,neutral,ok,
become,become,become,English,,,0.0,become,English,become,0.0,neutral,ok,
comfortable,comfortable,comfortable,English,,,0.0,comfortable,English,comfortable,0.4,positive,ok,
please,please,please,English,,,0.0,please,English,please,0.0,neutral,ok,
mr,mr,,Unknown,mir,English,80.0,mir,English,mir,0.0,neutral,ok,
julio,julio,julio,English,,,0.0,julio,English,julio,0.0,neutral,ok,
I,i,I,English,,,0.0,I,English,i,0.0,neutral,ok,
see,see,see,English,,,0.0,see,English,see,0.0,neutral,ok,
ko,ko,ko,English,,,0.0,ko,English,ko,0.0,neutral,ok,
maybe,maybe,maybe,English,,,0.0,maybe,English,maybe,0.0,neutral,ok,
I,i,I,English,,,0.0,I,English,i,0.0,neutral,ok,
faint,faint,faint,English,,,0.0,faint,English,faint,-0.5,negative,ok,
Amiina,amiina,,Unknown,Lamiinae,English,85.71428571428572,Lamiinae,English,lamiinae,0.0,neutral,ok,
nanye,nanye,,Unknown,nane,English,88.88888888888889,nane,English,nane,0.0,neutral,ok,
good,good,good,English,,,0.0,good,English,good,0.7,positive,ok,
evening,evening,evening,English,,,0.0,evening,English,evening,0.0,neutral,ok,
iyi,iyi,,Unknown,kiyi,English,85.71428571428572,kiyi,English,kiyi,0.0,neutral,ok,
mana,mana,mana,English,,,0.0,mana,English,mana,0.0,neutral,ok,
Amen,amen,Amen,English,,,0.0,Amen,English,amen,0.0,neutral,ok,
beautiful,beautiful,beautiful,English,,,0.0,beautiful,English,beautiful,0.85,positive,ok,
baby,baby,baby,English,,,0.0,baby,English,baby,0.0,neutral,ok,
mfura,mfura,,Unknown,mafura,English,90.9090909090909,mafura,English,mafura,0.0,neutral,ok,
zacu,zacu,,Unknown,zac,English,85.71428571428572,zac,English,zac,0.0,neutral,ok,
nice,nice,nice,English,,,0.0,nice,English,nice,0.6,positive,ok,
amina,amina,,Unknown,lamina,English,90.9090909090909,lamina,English,lamina,0.0,neutral,ok,
nkahi,nkahi,,Unknown,kashi,English,80.0,kashi,English,kashi,0.0,neutral,ok,
amen,amen,amen,English,,,0.0,amen,English,amen,0.0,neutral,ok,
Spices,spices,,Unknown,spice,English,90.9090909090909,spice,English,spice,0.0,neutral,ok,
Sundiata,sundiata,,Unknown,pundita,English,80.0,pundita,English,pundita,0.0,neutral,ok,
send,send,send,English,,,0.0,send,English,send,0.0,neutral,ok,
porn,porn,,Unknown,pon,English,85.71428571428572,pon,English,pon,0.0,neutral,ok,
prove,prove,prove,English,,,0.0,prove,English,prove,0.0,neutral,ok,
love,love,love,English,,,0.0,love,English,love,0.5,positive,ok,
shillings,shillings,,Unknown,shilling,English,94.11764705882352,shilling,English,shilling,0.0,neutral,ok,
dying,dying,dying,English,,,0.0,dying,English,dying,0.0,neutral,ok,
laughing,laughing,laughing,English,,,0.0,laughing,English,laughing,0.0,neutral,ok,
I,i,I,English,,,0.0,I,English,i,0.0,neutral,ok,
decided,decided,decided,English,,,0.0,decided,English,decided,0.0,neutral,ok,
download,download,,Unknown,downland,English,87.5,downland,English,downland,0.0,neutral,ok,
video,video,video,English,,,0.0,video,English,video,0.0,neutral,ok,
I,i,I,English,,,0.0,I,English,i,0.0,neutral,ok,
send,send,send,English,,,0.0,send,English,send,0.0,neutral,ok,
group,group,group,English,,,0.0,group,English,group,0.0,neutral,ok,
legend,legend,legend,English,,,0.0,legend,English,legend,0.0,neutral,ok,
My,my,My,English,,,0.0,My,English,my,0.0,neutral,ok,
kidneys,kidneys,,Unknown,kidney,English,92.3076923076923,kidney,English,kidney,0.0,neutral,ok,
making,making,making,English,,,0.0,making,English,making,0.0,neutral,ok,
marketing,marketing,marketing,English,,,0.0,marketing,English,marketing,0.0,neutral,ok,
one,one,one,English,,,0.0,one,English,one,0.0,neutral,ok,
understand,understand,understand,English,,,0.0,understand,English,understand,0.0,neutral,ok,
inshallah,inshallah,,Unknown,nallah,English,80.0,nallah,English,nallah,0.0,neutral,ok,
good,good,good,English,,,0.0,good,English,good,0.7,positive,ok,
Even,even,Even,English,,,0.0,Even,English,even,0.0,neutral,ok,
watched,watched,watched,English,,,0.0,watched,English,watched,0.0,neutral,ok,
live.,live.,,Unknown,live,English,88.88888888888889,live,English,live,0.13636363636363635,positive,ok,
Awania,awania,,Unknown,avania,English,83.33333333333334,avania,English,avania,0.0,neutral,ok,
adripi,adripi,,Unknown,adrip,English,90.9090909090909,adrip,English,adrip,0.0,neutral,ok,
let,let,let,English,,,0.0,let,English,let,0.0,neutral,ok,
subscribe,subscribe,subscribe,English,,,0.0,subscribe,English,subscribe,0.0,neutral,ok,
channel,channel,channel,English,,,0.0,channel,English,channel,0.0,neutral,ok,
Gud,gud,Gud,English,,,0.0,Gud,English,gud,0.0,neutral,ok,
one,one,one,English,,,0.0,one,English,one,0.0,neutral,ok,
bro,bro,,Unknown,brog,English,85.71428571428572,brog,English,brog,0.0,neutral,ok,
big,big,big,English,,,0.0,big,English,big,0.0,neutral,ok,
come,come,come,English,,,0.0,come,English,come,0.0,neutral,ok,
spices,spices,,Unknown,spice,English,90.9090909090909,spice,English,spice,0.0,neutral,ok,
relationship,relationship,relationship,English,,,0.0,relationship,English,relationship,0.0,neutral,ok,
sundiata,sundiata,,Unknown,pundita,English,80.0,pundita,English,pundita,0.0,neutral,ok,
thanks,thanks,thanks,English,,,0.0,thanks,English,thanks,0.2,positive,ok,
bro,bro,,Unknown,brog,English,85.71428571428572,brog,English,brog,0.0,neutral,ok,
basii,basii,,Unknown,basidia,English,83.33333333333334,basidia,English,basidium,0.0,neutral,ok,
